Target Table,Target Column,Layer,Mapping Type,QlikView Expression,Snowflake SQL,Ultimate Sources,Needs Review,Notes
KADOU_NISUU_TEMP,Distinct year and month asYear Month 2,intermediate,derived,Distinct year and month asYear Month 2,Distinct year and month asYear Month 2,-,,
KADOU_NISUU_TEMP,Accrual date asoccurrence date 2,intermediate,derived,Accrual date asoccurrence date 2,Accrual date asoccurrence date 2,-,,
KADOU_NISUU_TEMP,Distinct year and month asYear Month 2,intermediate,derived,Distinct year and month asYear Month 2,Distinct year and month asYear Month 2,-,,
KADOU_NISUU_TEMP,Accrual date asoccurrence date 2,intermediate,derived,Accrual date asoccurrence date 2,Accrual date asoccurrence date 2,-,,
ACT_MAXDATE,Max( occurrence date 2) as maximum occurrence date,intermediate,derived,Max( occurrence date 2) as maximum occurrence date,MAX(occurrence date 2) as maximum occurrence date,-,,
ACT_MAXDATE,Max( date of occurrence ) as maximum date of occurrence,intermediate,derived,Max( date of occurrence ) as maximum date of occurrence,MAX(date of occurrence) as maximum date of occurrence,-,,
ACT_MAXDATE,year as maximum year,intermediate,derived,year as maximum year,year as maximum year,-,,
ACT_MAXDATE,period as maximum period,intermediate,derived,period as maximum period,period as maximum period,-,,
KADOU_NISUU_TEMP__join77,"left(CDATE,4)&'-'&mid(CDATE,6,2)as year month 2",intermediate,derived,"left(CDATE,4)&'-'&mid(CDATE,6,2)as year month 2","LEFT(CDATE, 4) || '-' || SUBSTR(CDATE, 6, 2)as year month 2",-,,
KADOU_NISUU_TEMP__join77,CDATE as occurrence date 2,intermediate,derived,CDATE as occurrence date 2,CDATE as occurrence date 2,-,,
KADOU_NISUU_TEMP2,year month 2 as year month,intermediate,derived,year month 2 as year month,year month 2 as year month,-,,
KADOU_NISUU_TEMP2,Count ( occurrence date 2) as number of working days,intermediate,aggregate,Count ( occurrence date 2) as number of working days,COUNT(occurrence date 2) as number of working days,-,,
KADOU_NISUU_TEMP2,year month 2 as year month,intermediate,derived,year month 2 as year month,year month 2 as year month,-,,
KADOU_NISUU_TEMP2,Count ( occurrence date 2) as number of working days,intermediate,aggregate,Count ( occurrence date 2) as number of working days,COUNT(occurrence date 2) as number of working days,-,,
BUD_LOAD_WRAP_TEMP,classification,staging,direct,classification,classification,yosan_number_of_units_including_construction.classification,,
BUD_LOAD_WRAP_TEMP,FD,staging,direct,FD,FD,yosan_number_of_units_including_construction.FD,,
BUD_LOAD_WRAP_TEMP,Product category name,staging,derived,Product category name,Product category name,"yosan_number_of_units_including_construction.Product, yosan_number_of_units_including_construction.category, yosan_number_of_units_including_construction.name",,
BUD_LOAD_WRAP_TEMP,Product classification name,staging,derived,Product classification name,Product classification name,"yosan_number_of_units_including_construction.Product, yosan_number_of_units_including_construction.classification, yosan_number_of_units_including_construction.name",,
BUD_LOAD_WRAP_TEMP,year,staging,direct,year,year,yosan_number_of_units_including_construction.year,,
BUD_LOAD_WRAP_TEMP,year and month,staging,derived,year and month,year and month,"yosan_number_of_units_including_construction.year, yosan_number_of_units_including_construction.month",,
BUD_LOAD_WRAP_TEMP,period,staging,direct,period,period,yosan_number_of_units_including_construction.period,,
BUD_LOAD_WRAP_TEMP,quarter,staging,direct,quarter,quarter,yosan_number_of_units_including_construction.quarter,,
BUD_LOAD_WRAP_TEMP,Month,staging,direct,Month,Month,yosan_number_of_units_including_construction.Month,,
BUD_LOAD_WRAP_TEMP,Budget number,staging,derived,Budget number,Budget number,"yosan_number_of_units_including_construction.Budget, yosan_number_of_units_including_construction.number",,
common__join80,year and month,intermediate,derived,year and month,year and month,-,,
common__join80,Number of working days,intermediate,derived,Number of working days,Number of working days,-,,
BUD_LOAD_WRAP,classification,intermediate,direct,classification,classification,yosan_number_of_units_including_construction.classification,,
BUD_LOAD_WRAP,FD,intermediate,direct,FD,FD,yosan_number_of_units_including_construction.FD,,
BUD_LOAD_WRAP,Purchase classification code,intermediate,derived,Purchase classification code,Purchase classification code,yosan_number_of_units_including_construction.Purchase classification code,,
BUD_LOAD_WRAP,year,intermediate,direct,year,year,yosan_number_of_units_including_construction.year,,
BUD_LOAD_WRAP,year and month,intermediate,derived,year and month,year and month,"yosan_number_of_units_including_construction.year, yosan_number_of_units_including_construction.Month",,
BUD_LOAD_WRAP,period,intermediate,direct,period,period,yosan_number_of_units_including_construction.period,,
BUD_LOAD_WRAP,quarter,intermediate,direct,quarter,quarter,yosan_number_of_units_including_construction.quarter,,
BUD_LOAD_WRAP,Month,intermediate,direct,Month,Month,yosan_number_of_units_including_construction.Month,,
BUD_LOAD_WRAP,branch code,intermediate,derived,branch code,branch code,yosan_number_of_units_including_construction.branch code,,
BUD_LOAD_WRAP,department code,intermediate,derived,department code,department code,yosan_number_of_units_including_construction.department code,,
BUD_LOAD_WRAP,channel code,intermediate,derived,channel code,channel code,yosan_number_of_units_including_construction.channel code,,
BUD_LOAD_WRAP,management,intermediate,direct,management,management,yosan_number_of_units_including_construction.management,,
BUD_LOAD_WRAP,Product category name,intermediate,derived,Product category name,Product category name,"yosan_number_of_units_including_construction.Product, yosan_number_of_units_including_construction.category, yosan_number_of_units_including_construction.name",,
BUD_LOAD_WRAP,Product classification name,intermediate,derived,Product classification name,Product classification name,"yosan_number_of_units_including_construction.Product, yosan_number_of_units_including_construction.classification, yosan_number_of_units_including_construction.name",,
BUD_LOAD_WRAP,FD major classification order,intermediate,derived,FD major classification order,FD major classification order,yosan_number_of_units_including_construction.FD major classification order,,
BUD_LOAD_WRAP,FD medium classification order,intermediate,derived,FD medium classification order,FD medium classification order,yosan_number_of_units_including_construction.FD medium classification order,,
BUD_LOAD_WRAP,budget number,intermediate,derived,budget number,budget number,"yosan_number_of_units_including_construction.budget, yosan_number_of_units_including_construction.number",,
BUD_LOAD_WRAP,budget,intermediate,direct,budget,budget,yosan_number_of_units_including_construction.budget,,
BUD_LOAD_WRAP,Budget number / working days as standard wrap number,intermediate,derived,Budget number / working days as standard wrap number,Budget number / working days as standard wrap number,yosan_number_of_units_including_construction.Budget number / working days 	as standard wrap number,,
BUD_LOAD_WRAP,Budget / working days as standard wrap amount,intermediate,derived,Budget / working days as standard wrap amount,Budget / working days as standard wrap amount,yosan_number_of_units_including_construction.Budget / working days 		as standard wrap amount,,
BUD_LOAD_WRAP,classification,intermediate,direct,classification,classification,yosan_number_of_units_including_construction.classification,,
BUD_LOAD_WRAP,FD,intermediate,direct,FD,FD,yosan_number_of_units_including_construction.FD,,
BUD_LOAD_WRAP,year,intermediate,direct,year,year,yosan_number_of_units_including_construction.year,,
BUD_LOAD_WRAP,year and month,intermediate,derived,year and month,year and month,"yosan_number_of_units_including_construction.year, yosan_number_of_units_including_construction.Month",,
BUD_LOAD_WRAP,period,intermediate,direct,period,period,yosan_number_of_units_including_construction.period,,
BUD_LOAD_WRAP,quarter,intermediate,direct,quarter,quarter,yosan_number_of_units_including_construction.quarter,,
BUD_LOAD_WRAP,Month,intermediate,direct,Month,Month,yosan_number_of_units_including_construction.Month,,
BUD_LOAD_WRAP,Product category name,intermediate,derived,Product category name,Product category name,"yosan_number_of_units_including_construction.Product, yosan_number_of_units_including_construction.category, yosan_number_of_units_including_construction.name",,
BUD_LOAD_WRAP,Product classification name,intermediate,derived,Product classification name,Product classification name,"yosan_number_of_units_including_construction.Product, yosan_number_of_units_including_construction.classification, yosan_number_of_units_including_construction.name",,
BUD_LOAD_WRAP,budget number,intermediate,derived,budget number,budget number,"yosan_number_of_units_including_construction.budget, yosan_number_of_units_including_construction.number",,
BUD_LOAD_WRAP,Budget number / working days as standard number of wraps,intermediate,derived,Budget number / working days as standard number of wraps,Budget number / working days as standard number of wraps,"yosan_number_of_units_including_construction.Budget, yosan_number_of_units_including_construction.number, yosan_number_of_units_including_construction.working, yosan_number_of_units_including_construction.days, yosan_number_of_units_including_construction.standard, yosan_number_of_units_including_construction.of, yosan_number_of_units_including_construction.wraps",,
ACT_LOAD_WRAP4,classification as category 4,intermediate,derived,classification as category 4,classification as category 4,-,,
ACT_LOAD_WRAP4,Accrual date as occurrence date 4,intermediate,derived,Accrual date as occurrence date 4,Accrual date as occurrence date 4,-,,
ACT_LOAD_WRAP4,Working day serial number as working day serial number 4,intermediate,derived,Working day serial number as working day serial number 4,Working day serial number as working day serial number 4,-,,
ACT_LOAD_WRAP4,year as year 4,intermediate,direct,year as year 4,year as year 4,-,,
ACT_LOAD_WRAP4,year and month as Year Month 4,intermediate,derived,year and month as Year Month 4,year and month as Year Month 4,-,,
ACT_LOAD_WRAP4,term as period 4,intermediate,derived,term as period 4,term as period 4,-,,
ACT_LOAD_WRAP4,quarter as quarter 4,intermediate,direct,quarter as quarter 4,quarter as quarter 4,-,,
ACT_LOAD_WRAP4,Month as month 4,intermediate,derived,Month as month 4,Month as month 4,-,,
ACT_LOAD_WRAP4,Year & Month & Period & Quarter & Month as concatenated key 4,intermediate,derived,Year & Month & Period & Quarter & Month as concatenated key 4,Year || Month || Period || Quarter || Month as concatenated key 4,-,,
ACT_LOAD_WRAP4,FD4,intermediate,direct,FD,FD,-,,
ACT_LOAD_WRAP4,Product category name as Product classification name 4,intermediate,derived,Product category name as Product classification name 4,Product category name as Product classification name 4,-,,
ACT_LOAD_WRAP4,Product classification name as Product classification name 4,intermediate,derived,Product classification name as Product classification name 4,Product classification name as Product classification name 4,-,,
ACT_LOAD_WRAP4,"Match( product category name , ' custom ', ' multi ', ' air conditioner ', 'ESTIA') As Product category name order 4",intermediate,derived,"Match( product category name , ' custom ', ' multi ', ' air conditioner ', 'ESTIA') As Product category name order 4",CASE WHEN product category name = ' custom ' THEN 1 WHEN product category name = ' multi ' THEN 2 WHEN product category name = ' air conditioner ' THEN 3 WHEN product category name = 'ESTIA' THEN 4 ELSE 0 END As Product category name order 4,-,,
ACT_LOAD_WRAP4,Total number of bodies as Number of bodies 4,intermediate,derived,Total number of bodies as Number of bodies 4,Total number of bodies as Number of bodies 4,-,,
ACT_LOAD_WRAP4,Budget number as budget number4,intermediate,derived,Budget number as budget number4,Budget number as budget number4,-,,
ACT_LOAD_WRAP4,Standard number of wraps as standard number of wraps 4,intermediate,derived,Standard number of wraps as standard number of wraps 4,Standard number of wraps as standard number of wraps 4,-,,
ACT_LOAD_WRAP4,dummy,intermediate,constant,'','',-,,
ACT_LOAD_A,Product code as Product code_LA,intermediate,derived,Product code as Product code_LA,Product code as Product code_LA,-,,
ACT_LOAD_A,Product name as Product name_LA,intermediate,derived,Product name as Product name_LA,Product name as Product name_LA,-,,
ACT_LOAD_A,occurrence_LA,intermediate,derived,Accrual date,Accrual date,-,,
ACT_LOAD_A,_ year and month as Year / Month_LA,intermediate,derived,_ year and month as Year / Month_LA,_ year and month as Year / Month_LA,-,,
ACT_LOAD_A,channel code as channel code_LA,intermediate,derived,channel code as channel code_LA,channel code as channel code_LA,-,,
ACT_LOAD_A,Branch code as branch code_LA,intermediate,derived,Branch code as branch code_LA,Branch code as branch code_LA,-,,
ACT_LOAD_A,Special_LA,intermediate,derived,good at,good at,-,,
ACT_LOAD_A,specialty name as Special name_LA,intermediate,derived,specialty name as Special name_LA,specialty name as Special name_LA,-,,
ACT_LOAD_A,NET unit price as NET unit price_LA,intermediate,derived,NET unit price as NET unit price_LA,NET unit price as NET unit price_LA,-,,
ACT_LOAD_A,Sales_LA,intermediate,derived,Number of sales,Number of sales,-,,
ACT_LOAD_A,_ Number of units as number of units_LA ResidentACT_LOAD whereC_NO='01,intermediate,derived,_ Number of units as number of units_LA ResidentACT_LOAD whereC_NO='01',_ Number of units as number of units_LA ResidentACT_LOAD whereC_NO='01',-,,
ACT_LOAD_B,Product code_LA as Product code_LB,intermediate,derived,Product code_LA as Product code_LB,Product code_LA as Product code_LB,-,,
ACT_LOAD_B,Product name_LA as Product name_LB,intermediate,derived,Product name_LA as Product name_LB,Product name_LA as Product name_LB,-,,
ACT_LOAD_B,Occurrence date_LA as Occurrence date_LB,intermediate,derived,Occurrence date_LA as Occurrence date_LB,Occurrence date_LA as Occurrence date_LB,-,,
ACT_LOAD_B,Year / month_LA as year /month_LB,intermediate,derived,Year / month_LA as year /month_LB,Year / month_LA as year /month_LB,-,,
ACT_LOAD_B,Channel code_LA as channel code_LB,intermediate,derived,Channel code_LA as channel code_LB,Channel code_LA as channel code_LB,-,,
ACT_LOAD_B,Branch code_LA as Branch code_LB,intermediate,derived,Branch code_LA as Branch code_LB,Branch code_LA as Branch code_LB,-,,
ACT_LOAD_B,Specialty_LB,intermediate,direct,Specialty_LA,Specialty_LA,-,,
ACT_LOAD_B,Specialty name_LA as Specialty name_LB,intermediate,derived,Specialty name_LA as Specialty name_LB,Specialty name_LA as Specialty name_LB,-,,
ACT_LOAD_B,NET unit price_LA as NET unit price_LB,intermediate,derived,NET unit price_LA as NET unit price_LB,NET unit price_LA as NET unit price_LB,-,,
ACT_LOAD_B,NET unit price monthly average value_LA as NET unit price monthly average value_LB,intermediate,derived,NET unit price monthly average value_LA as NET unit price monthly average value_LB,NET unit price monthly average value_LA as NET unit price monthly average value_LB,-,,
ACT_LOAD_B,Number of sales_LA as number of sales_LB,intermediate,derived,Number of sales_LA as number of sales_LB,Number of sales_LA as number of sales_LB,-,,
ACT_LOAD_B,Number of bodies_LA as Number of bodies_LB ResidentACT_LOAD_A WHERE NET unit price_LA < NET unit price monthly average value_LA * 2 and NET unit price_LA > NET unit price monthly average value_LA / 2,intermediate,derived,Number of bodies_LA as Number of bodies_LB ResidentACT_LOAD_A WHERE NET unit price_LA < NET unit price monthly average value_LA * 2 and NET unit price_LA > NET unit price monthly average value_LA / 2,Number of bodies_LA as Number of bodies_LB ResidentACT_LOAD_A WHERE NET unit price_LA < NET unit price monthly average value_LA * 2 and NET unit price_LA > NET unit price monthly average value_LA / 2,-,,
ACT_YM_NET_B,Product code_LB as Product code_YB,intermediate,derived,Product code_LB as Product code_YB,Product code_LB as Product code_YB,-,,
ACT_YM_NET_B,Year /Month_LB as Year /Month_YB,intermediate,derived,Year /Month_LB as Year /Month_YB,Year /Month_LB as Year /Month_YB,-,,
ACT_YM_NET_B,avg(NET unit price_LB ) as NET unit price monthly average value_YB ResidentACT_LOAD_B WHERE IsNull( product code_LB ) = 0 group by product code_LB,intermediate,derived,avg(NET unit price_LB ) as NET unit price monthly average value_YB ResidentACT_LOAD_B WHERE IsNull( product code_LB ) = 0 group by product code_LB,AVG(NET unit price_LB) as NET unit price monthly average value_YB ResidentACT_LOAD_B WHERE product code_LB IS NULL = 0 group by product code_LB,-,,
ACT_YM_NET_B,year/ month_LB,intermediate,derived,year/ month_LB,year/ month_LB,-,,
ACT_LOAD__join86,Product code_LB as product code,intermediate,derived,Product code_LB as product code,Product code_LB as product code,-,,
ACT_LOAD__join86,Year and month_YB as year and month,intermediate,derived,Year and month_YB as year and month,Year and month_YB as year and month,-,,
ACT_LOAD__join86,NET unit price monthly average value_LB as NET unit price monthly average value,intermediate,derived,NET unit price monthly average value_LB as NET unit price monthly average value,NET unit price monthly average value_LB as NET unit price monthly average value,-,,
ACT_LOAD_C,Product code asProduct code_LC,intermediate,derived,Product code asProduct code_LC,Product code asProduct code_LC,-,,
ACT_LOAD_C,Product name asProduct name_LC,intermediate,derived,Product name asProduct name_LC,Product name asProduct name_LC,-,,
ACT_LOAD_C,Accrual date asoccurrence date_LC,intermediate,derived,Accrual date asoccurrence date_LC,Accrual date asoccurrence date_LC,-,,
ACT_LOAD_C,year and month asYear / Month_LC,intermediate,derived,year and month asYear / Month_LC,year and month asYear / Month_LC,-,,
ACT_LOAD_C,channel code aschannel code_LC,intermediate,derived,channel code aschannel code_LC,channel code aschannel code_LC,-,,
ACT_LOAD_C,Branch code asbranch code_LC,intermediate,derived,Branch code asbranch code_LC,Branch code asbranch code_LC,-,,
ACT_LOAD_C,Specialty_LC,intermediate,direct,Speciality,Speciality,-,,
ACT_LOAD_C,specialty name as specialty name_LC,intermediate,derived,specialty name as specialty name_LC,specialty name as specialty name_LC,-,,
ACT_LOAD_C,NET unit price as NET unit price_LC,intermediate,derived,NET unit price as NET unit price_LC,NET unit price as NET unit price_LC,-,,
ACT_LOAD_C,NET unit price monthly average value as NET unit price monthly average value_LC,intermediate,derived,NET unit price monthly average value as NET unit price monthly average value_LC,NET unit price monthly average value as NET unit price monthly average value_LC,-,,
ACT_LOAD_C,Sales_LC,intermediate,derived,Number of sales,Number of sales,-,,
ACT_LOAD_C,_ Number of units as Unit count_LC _ ResidentACT_LOAD WHERE NET unit price < Monthly average NET unit price * 2 and NET unit price > NET unit price monthly average value /2 and C_NO='01,intermediate,derived,_ Number of units as Unit count_LC _ ResidentACT_LOAD WHERE NET unit price < Monthly average NET unit price * 2 and NET unit price > NET unit price monthly average value /2 and C_NO='01',_ Number of units as Unit count_LC _ ResidentACT_LOAD WHERE NET unit price < Monthly average NET unit price * 2 and NET unit price > NET unit price monthly average value /2 and C_NO='01',-,,
ACT_YM_NET_C,Product code_LC as Product code_YC,intermediate,derived,Product code_LC as Product code_YC,Product code_LC as Product code_YC,-,,
ACT_YM_NET_C,Product name_LC as Product name_YC,intermediate,derived,Product name_LC as Product name_YC,Product name_LC as Product name_YC,-,,
ACT_YM_NET_C,Channel code_LC as channel code_YC,intermediate,derived,Channel code_LC as channel code_YC,Channel code_LC as channel code_YC,-,,
ACT_YM_NET_C,Branch code_LC as Branch code_YC,intermediate,derived,Branch code_LC as Branch code_YC,Branch code_LC as Branch code_YC,-,,
ACT_YM_NET_C,Specialty_YC,intermediate,direct,Specialty_LC,Specialty_LC,-,,
ACT_YM_NET_C,Specialty name_LC as Specialty name_YC,intermediate,derived,Specialty name_LC as Specialty name_YC,Specialty name_LC as Specialty name_YC,-,,
ACT_YM_NET_C,Year /Month_LC as Year /Month_YC,intermediate,derived,Year /Month_LC as Year /Month_YC,Year /Month_LC as Year /Month_YC,-,,
ACT_YM_NET_C,max(NET unit price_LC ) as NET unit price monthly maximum value_YC,intermediate,derived,max(NET unit price_LC ) as NET unit price monthly maximum value_YC,MAX(NET unit price_LC) as NET unit price monthly maximum value_YC,-,,
ACT_YM_NET_C,min(NET unit price_LC ) as NET unit price monthly minimum value_YC ResidentACT_LOAD_C WHERE IsNull( product code_LC ) = 0 group by product code_LC,intermediate,derived,min(NET unit price_LC ) as NET unit price monthly minimum value_YC ResidentACT_LOAD_C WHERE IsNull( product code_LC ) = 0 group by product code_LC,MIN(NET unit price_LC) as NET unit price monthly minimum value_YC ResidentACT_LOAD_C WHERE product code_LC IS NULL = 0 group by product code_LC,-,,
ACT_YM_NET_C,Product name_LC,intermediate,derived,Product name_LC,Product name_LC,-,,
ACT_YM_NET_C,Channel code_LC,intermediate,derived,Channel code_LC,Channel code_LC,-,,
ACT_YM_NET_C,Branch code_LC,intermediate,derived,Branch code_LC,Branch code_LC,-,,
ACT_YM_NET_C,Specialty_LC,intermediate,direct,Specialty_LC,Specialty_LC,-,,
ACT_YM_NET_C,Specialty name_LC,intermediate,derived,Specialty name_LC,Specialty name_LC,-,,
ACT_YM_NET_C,Year / Month_LC,intermediate,derived,Year / Month_LC,Year / Month_LC,-,,
ACT_LOAD_E,distinct Product code_LC as Product code_LE,intermediate,derived,distinct Product code_LC as Product code_LE,distinct Product code_LC as Product code_LE,-,,
ACT_LOAD_E,Product name_LC asProduct name_LE,intermediate,derived,Product name_LC asProduct name_LE,Product name_LC asProduct name_LE,-,,
ACT_LOAD_E,Occurrence date_LC as Occurrence date_LE,intermediate,derived,Occurrence date_LC as Occurrence date_LE,Occurrence date_LC as Occurrence date_LE,-,,
ACT_LOAD_E,Year /Month_LC as Year /Month_LE,intermediate,derived,Year /Month_LC as Year /Month_LE,Year /Month_LC as Year /Month_LE,-,,
ACT_LOAD_E,Channel code_LC as channel code_LE,intermediate,derived,Channel code_LC as channel code_LE,Channel code_LC as channel code_LE,-,,
ACT_LOAD_E,Branch code_LC as Branch code_LE,intermediate,derived,Branch code_LC as Branch code_LE,Branch code_LC as Branch code_LE,-,,
ACT_LOAD_E,Specialty_LE,intermediate,direct,Specialty_LC,Specialty_LC,-,,
ACT_LOAD_E,Specialty name_LC as Specialty name_LE,intermediate,derived,Specialty name_LC as Specialty name_LE,Specialty name_LC as Specialty name_LE,-,,
ACT_LOAD_E,NET unit price_LC as NET unit price_LE,intermediate,derived,NET unit price_LC as NET unit price_LE,NET unit price_LC as NET unit price_LE,-,,
ACT_LOAD_E,NET unit price_LC as NET unit price normal_LE,intermediate,derived,NET unit price_LC as NET unit price normal_LE,NET unit price_LC as NET unit price normal_LE,-,,
ACT_LOAD_E,1 as normal value flag_LE ResidentACT_LOAD_C WHERE IsNull( product code_LC ) = 0 and IsNull( product name_LC) = 0 and IsNull( occurrence date_LC) = 0 and IsNull( Year /Month_LC) = 0 and IsNull( channel code_LC ) = 0 and IsNull( branch code_LC) = 0 and IsNull( Good_LC ) = 0 and IsNull(NET unit price_LC ) = 0,intermediate,derived,1 as normal value flag_LE ResidentACT_LOAD_C WHERE IsNull( product code_LC ) = 0 and IsNull( product name_LC) = 0 and IsNull( occurrence date_LC) = 0 and IsNull( Year /Month_LC) = 0 and IsNull( channel code_LC ) = 0 and IsNull( branch code_LC) = 0 and IsNull( Good_LC ) = 0 and IsNull(NET unit price_LC ) = 0,1 as normal value flag_LE ResidentACT_LOAD_C WHERE product code_LC IS NULL = 0 and product name_LC IS NULL = 0 and occurrence date_LC IS NULL = 0 and Year /Month_LC IS NULL = 0 and channel code_LC IS NULL = 0 and branch code_LC IS NULL = 0 and Good_LC IS NULL = 0 and NET unit price_LC IS NULL = 0,-,,
table_90,Product code as Product code_LD,intermediate,derived,Product code as Product code_LD,Product code as Product code_LD,-,,
table_90,Product name as Product name_LD,intermediate,derived,Product name as Product name_LD,Product name as Product name_LD,-,,
table_90,channel code as channel code_LD,intermediate,derived,channel code as channel code_LD,channel code as channel code_LD,-,,
table_90,Branch code as Branch code_LD,intermediate,derived,Branch code as Branch code_LD,Branch code as Branch code_LD,-,,
table_90,Specialty_LD,intermediate,direct,Specialty,Specialty,-,,
table_90,Specialty name as Specialty name_LD,intermediate,derived,Specialty name as Specialty name_LD,Specialty name as Specialty name_LD,-,,
table_90,Occurrence date as Occurrence date_LD,intermediate,derived,Occurrence date as Occurrence date_LD,Occurrence date as Occurrence date_LD,-,,
table_90,year/month as year /month_LD,intermediate,derived,year/month as year /month_LD,year/month as year /month_LD,-,,
table_90,NET unit price as NET unit price_LD,intermediate,derived,NET unit price as NET unit price_LD,NET unit price as NET unit price_LD,-,,
table_90,NET unit price * number of units as NET amount_LD,intermediate,derived,NET unit price * number of units as NET amount_LD,NET unit price * number of units as NET amount_LD,-,,
table_90,Number of sales as Number of sales_LD,intermediate,derived,Number of sales as Number of sales_LD,Number of sales as Number of sales_LD,-,,
table_90,Number of bodies as Number of bodies_LD ResidentACT_LOAD where C_NO='01,intermediate,derived,Number of bodies as Number of bodies_LD ResidentACT_LOAD where C_NO='01',Number of bodies as Number of bodies_LD ResidentACT_LOAD where C_NO='01',-,,
ACT_YM_NET_D,Product code_LD as Product code_YD,intermediate,derived,Product code_LD as Product code_YD,Product code_LD as Product code_YD,-,,
ACT_YM_NET_D,Product name_LD as Product name_YD,intermediate,derived,Product name_LD as Product name_YD,Product name_LD as Product name_YD,-,,
ACT_YM_NET_D,Channel code_LD as channel code_YD,intermediate,derived,Channel code_LD as channel code_YD,Channel code_LD as channel code_YD,-,,
ACT_YM_NET_D,Branch code_LD as Branch code_YD,intermediate,derived,Branch code_LD as Branch code_YD,Branch code_LD as Branch code_YD,-,,
ACT_YM_NET_D,Specialty_YD,intermediate,direct,Specialty_LD,Specialty_LD,-,,
ACT_YM_NET_D,Specialty name_LD as Specialty name_YD,intermediate,derived,Specialty name_LD as Specialty name_YD,Specialty name_LD as Specialty name_YD,-,,
ACT_YM_NET_D,Year /Month_LD as Year /Month_YD,intermediate,derived,Year /Month_LD as Year /Month_YD,Year /Month_LD as Year /Month_YD,-,,
ACT_YM_NET_D,sum( number of units_LD) as total number of units per month_YD,intermediate,derived,sum( number of units_LD) as total number of units per month_YD,SUM(number of units_LD) as total number of units per month_YD,-,,
ACT_YM_NET_D,sum(NET amount_LD ) as NET amount monthly total_YD ResidentACT_LOAD_D WHERE IsNull( product code_LD ) = 0 group by product code_LD,intermediate,derived,sum(NET amount_LD ) as NET amount monthly total_YD ResidentACT_LOAD_D WHERE IsNull( product code_LD ) = 0 group by product code_LD,SUM(NET amount_LD) as NET amount monthly total_YD ResidentACT_LOAD_D WHERE product code_LD IS NULL = 0 group by product code_LD,-,,
ACT_YM_NET_D,Product name_LD,intermediate,derived,Product name_LD,Product name_LD,-,,
ACT_YM_NET_D,Channel code_LD,intermediate,derived,Channel code_LD,Channel code_LD,-,,
ACT_YM_NET_D,Branch code_LD,intermediate,derived,Branch code_LD,Branch code_LD,-,,
ACT_YM_NET_D,Specialty_LD,intermediate,direct,Specialty_LD,Specialty_LD,-,,
ACT_YM_NET_D,Specialty name_LD,intermediate,derived,Specialty name_LD,Specialty name_LD,-,,
ACT_YM_NET_D,Year / month_LD,intermediate,derived,Year / month_LD,Year / month_LD,-,,
table_92,Year /Month_YD & Channel code_YD & Branch code_YD & Specialty_YD & Specialty name_YD & Product code_YD & Product name_YD as concatenated key,intermediate,derived,Year /Month_YD & Channel code_YD & Branch code_YD & Specialty_YD & Specialty name_YD & Product code_YD & Product name_YD as concatenated key,Year /Month_YD || Channel code_YD || Branch code_YD || Specialty_YD || Specialty name_YD || Product code_YD || Product name_YD as concatenated key,-,,
table_92,Channel code_YD as channel code 3,intermediate,derived,Channel code_YD as channel code 3,Channel code_YD as channel code 3,-,,
table_92,Branch code_YD as branch code 3,intermediate,derived,Branch code_YD as branch code 3,Branch code_YD as branch code 3,-,,
table_92,Specialty_YD as Specialty 3,intermediate,derived,Specialty_YD as Specialty 3,Specialty_YD as Specialty 3,-,,
table_92,Specialty name_YD as Specialty name 3,intermediate,derived,Specialty name_YD as Specialty name 3,Specialty name_YD as Specialty name 3,-,,
table_92,Product code_YD as Product code 3,intermediate,derived,Product code_YD as Product code 3,Product code_YD as Product code 3,-,,
table_92,Product name_YD as Product name 3,intermediate,derived,Product name_YD as Product name 3,Product name_YD as Product name 3,-,,
table_92,Year /Month_YD as Year/Month 3,intermediate,derived,Year /Month_YD as Year/Month 3,Year /Month_YD as Year/Month 3,-,,
table_92,NET unit price monthly maximum value_YD as NET unit price monthly maximum value 3,intermediate,derived,NET unit price monthly maximum value_YD as NET unit price monthly maximum value 3,NET unit price monthly maximum value_YD as NET unit price monthly maximum value 3,-,,
table_92,NET unit price monthly minimum value_YD as NET unit price monthly minimum value 3,intermediate,derived,NET unit price monthly minimum value_YD as NET unit price monthly minimum value 3,NET unit price monthly minimum value_YD as NET unit price monthly minimum value 3,-,,
table_92,NET unit price monthly average value_YD as NET unit price monthly average value 3,intermediate,derived,NET unit price monthly average value_YD as NET unit price monthly average value 3,NET unit price monthly average value_YD as NET unit price monthly average value 3,-,,
table_92,Total number of months for the main unit_YD as Total number of months for the main unit 3,intermediate,derived,Total number of months for the main unit_YD as Total number of months for the main unit 3,Total number of months for the main unit_YD as Total number of months for the main unit 3,-,,
table_92,NET amount monthly total_YD as NET amount monthly total 3 ResidentACT_YM_NET_D,intermediate,derived,NET amount monthly total_YD as NET amount monthly total 3 ResidentACT_YM_NET_D,NET amount monthly total_YD as NET amount monthly total 3 ResidentACT_YM_NET_D,-,,
table_93,*,intermediate,constant,*,*,-,,
table_93,& Month Channel code & Branch code & Specialty & Specialty name & Product code & Product name as concatenated key,intermediate,derived,& Month Channel code & Branch code & Specialty & Specialty name & Product code & Product name as concatenated key,|| Month Channel code || Branch code || Specialty || Specialty name || Product code || Product name as concatenated key,-,,
